AssemblyAccession	Scientific.Name	taxID
GCF_900148515.1	Algoriphagus zhangzhouensis	1073327
GCF_900102925.1	Muricauda zhangzhouensis	1073328
GCF_900177385.1	Carnobacterium iners	1073423
GCF_000981585.1	Paenibacillus riograndensis SBR5	1073571
GCF_013004535.1	Gordonia araii NBRC 100433	1073574
GCF_001648555.1	Rossellomorea aquimaris TF-12	1073842
GCF_001277255.1	Cronobacter condimenti 1330	1073999
GCF_001277175.1	Cronobacter universalis NCTC 9529	1074000
GCF_003544875.1	Vibrio alfacsensis	1074311
GCF_000831645.3	Companilactobacillus heilongjiangensis	1074467
GCF_000225825.1	Brachybacterium squillarum M-6-3	1074488
GCF_000241345.1	Gordonia amarae NBRC 15530	1075090
GCF_000236405.1	Blattabacterium sp.	1075399
GCF_001751245.1	Streptomyces oceani	1075402
GCF_900100765.1	Catalinimonas alkaloidigena	1075417
GCF_011764545.1	Phytohabitans flavus	1076124
GCF_011764445.1	Phytohabitans rumicis	1076125
GCF_011764425.1	Phytohabitans houttuyneae	1076126
GCF_001648575.1	Sutcliffiella horikoshii DSM 8719	1076414
GCF_003002955.1	Glycomyces artemisiae	1076443
GCF_002811195.1	Pantoea rodasii	1076549
GCF_002095475.1	Pantoea rwandensis	1076550
GCF_002095485.1	Pantoea wallisii	1076551
GCF_000828615.1	Thiolapillus brandeum	1076588
GCF_013522795.1	Pseudomonas zeshuii	1076620
GCF_013004195.1	Rhizobium laguerreae	1076926
GCF_900113085.1	Fontimonas thermophila	1076937
GCF_000226215.1	Dietzia alimentaria 72	1077144
GCF_003051055.1	Agitococcus lubricus	1077255
GCF_000226135.1	Bacteroides faecis MAJ27	1077285
GCF_001730295.1	Enterococcus plantarum	1077675
GCF_002847445.1	Paracoccus zhejiangensis	1077935
GCF_900156415.1	Pontibacter lucknowensis	1077936
GCF_004217615.1	Micromonospora kangleipakensis	1077942
GCF_003627815.1	Streptomyces hundungensis	1077946
GCF_900110135.1	Pseudorhodobacter antarcticus	1077947
GCF_000238915.1	Arthrobacter globiformis NBRC 12137	1077972
GCF_000241305.1	Gordonia effusa NBRC 100432	1077974
GCF_007827295.1	Seleniivibrio woodruffii	1078050
GCF_008001015.1	Serinicoccus profundi	1078471
GCF_000287615.1	Haemophilus sputorum HK 2154	1078483
GCF_011762185.1	Dyadobacter arcticus	1078754
GCF_001483945.1	Herbaspirillum rubrisubalbicans M1	1078773
GCF_000384075.1	Methylovulum miyakonense HT12	1078846
GCF_007827505.1	Rhizobium mongolense USDA 1844	1079460
GCF_900115665.1	Pseudarcicella hirudinis	1079859
GCF_900102345.1	Leucobacter chromiiresistens	1079994
GCF_001431045.1	Streptococcus orisasini	1080071
GCF_004214795.1	Malaciobacter pacificus	1080223
GCF_014636335.1	Hyunsoonleella pacifica	1080224
GCF_003001695.1	Muricauda pacifica	1080225
GCF_001707825.1	Enterovibrio pacificus	1080227
GCF_014635185.1	Microbacterium murale	1081040
GCF_000239475.1	Borreliella garinii BgVir	1081646
GCF_010977575.1	Halomonas socia	1081866
GCF_000468135.1	Prevotella pleuritidis F0068	1081904
GCF_004340685.1	Hydrogenispora ethanolica	1082276
GCF_014199215.1	Sphingobium boeckii	1082345
GCF_900100655.1	Limimonas halophila	1082479
GCF_003149085.1	Dyadobacter jejuensis	1082580
GCF_002111585.1	Lonsdalea iberica	1082703
GCF_003515985.1	Lonsdalea britannica	1082704
GCF_002158865.1	Comamonas serinivorans	1082851
GCF_002930195.1	Holospora curviuscula	1082868
GCF_001686985.1	Mesorhizobium amorphae CCNWGS0123	1082933
GCF_003725735.1	Sinomicrobium pectinilyticum	1084421
GCF_002367975.1	Anabaenopsis circularis NIES-21	1085406
GCF_000226565.1	Glaciecola nitratireducens FR1064	1085623
GCF_012222825.1	Allofrancisella frigidaquae	1085644
GCF_004365555.1	Allofrancisella inopinata	1085647
GCF_004919685.1	Mesorhizobium norvegicum	1085774
GCF_900156815.1	Gemmobacter megaterium	1086013
GCF_004361915.1	Sediminibacterium goheungense	1086393
GCF_001275365.1	Francisella persica ATCC VR-331	1086726
GCF_000236805.1	Paenibacillus peoriae KCTC 3763	1087481
GCF_000767465.1	Novosphingobium pentaromativorans US6-1	1088721
GCF_002093975.1	Thermoactinospora rubra	1088767
GCF_000231445.1	Commensalibacter intestini A911	1088868
GCF_000234355.1	Gluconobacter morbifer G707	1088869
GCF_900129745.1	Winogradskyella jejuensis	1089305
GCF_013249045.1	Winogradskyella eckloniae	1089306
GCF_014844275.1	Francisella noatunensis subsp. noatunensis FSC774	1089434
GCF_000379445.1	Fangia hongkongensis FSC776 = DSM 21703	1089439
GCF_000247995.1	Mobilicoccus pelagius NBRC 104925	1089455
GCF_000383915.1	Amycolatopsis benzoatilytica AK 16/65	1089544
GCF_000384295.1	Amycolatopsis balhimycina FH 1894	1089545
GCF_000371785.1	Actinopolyspora halophila DSM 43834	1089546
GCF_000383955.1	Rudanella lutea DSM 19387	1089547
GCF_000510645.1	Thermicanus aegyptius DSM 12793	1089548
GCF_000527155.1	Haloglycomyces albus DSM 45210	1089549
GCF_000419585.1	Salisaeta longa DSM 21114	1089550
GCF_000427665.1	Geminicoccus roseus DSM 18922	1089551
GCF_000515255.1	Rhodovibrio salinarum DSM 9154	1089552
GCF_000305935.1	Thermacetogenium phaeum DSM 12270	1089553
GCF_000427645.1	Sphingomonas phyllosphaerae FA2	1090319
GCF_900104535.1	Nakamurella panacisegetis	1090615
GCF_014653435.1	Alishewanella longhuensis	1091037
GCF_000968535.2	Methylotuvimicrobium alcaliphilum 20Z	1091494
GCF_900217905.1	Alloalcanivorax xenomutans	1094342
GCF_000455605.1	Flavobacterium indicum GPTSA100-9 = DSM 17447	1094466
GCF_000341355.1	Bartonella australis AUST/NH1	1094489
GCF_000384965.1	Bartonella bovis 91-4	1094491
GCF_000385435.1	Bartonella schoenbuchensis m07a	1094496
GCF_000278095.1	Bartonella birtlesii LL-WM9	1094552
GCF_000278215.1	Bartonella rattimassiliensis 15908	1094556
GCF_000278255.1	Bartonella melophagi K-2C	1094557
GCF_000279995.1	Bartonella tamiae Th307	1094559
GCF_000278295.1	Bartonella taylorii 8TBB	1094560
GCF_000278235.1	Bartonella vinsonii subsp. arupensis OK-94-513	1094562
GCF_000278135.1	Bartonella washoeensis Sb944nv	1094563
GCF_000236145.1	Fluoribacter dumoffii Tex-KL	1094714
GCF_000235625.1	Marinobacter manganoxydans MnI7-9	1094979
GCF_000975035.1	Demequina flava	1095025
GCF_000975055.1	Demequina sediminicola	1095026
GCF_000427625.1	Methylobacter luteus IMV-B-3098	1095552
GCF_900450675.1	Haemophilus parahaemolyticus HK385	1095744
GCF_000262245.1	Pasteurella bettyae CCUG 2042	1095749
GCF_000312045.1	Noviherbaspirillum massiliense JC206	1095769
GCF_000312025.1	Peptoniphilus timonensis JC401	1095770
GCF_000312125.1	Timonella senegalensis JC301	1095772
GCF_000233595.1	Pantoea ananatis PA13	1095774
GCF_014202575.1	Texcoconibacillus texcoconensis	1095777
GCF_003987095.1	Idiomarina piscisalsi	1096243
GCF_003201875.1	Hungatella effluvii	1096246
GCF_004364155.1	Fonticella tunisiensis	1096341
GCF_007992715.1	Chitinophaga cymbidii	1096750
GCF_900096995.1	Acinetobacter puyangensis	1096779
GCF_900177655.1	Devosia lucknowensis	1096929
GCF_000445125.1	Novosphingobium lindaniclasticum LE124	1096930
GCF_000240225.1	Patulibacter medicamentivorans	1097667
GCF_007556755.1	Tepidimonas fonticaldi	1101373
GCF_003268855.1	Flavobacterium aciduliphilum	1101402
GCF_003606285.1	Borrelia turcica IST7	1104446
GCF_009192725.1	Segeticoccus rhizosphaerae	1104777
GCF_000277165.1	Rickettsia prowazekii str. Chernikova	1105094
GCF_000283915.1	Rickettsia canadensis str. CA410	1105107
GCF_000284155.1	Rickettsia australis str. Cutlack	1105110
GCF_011761605.1	Kribbella shirazensis	1105143
GCF_014205015.1	Saccharothrix ecbatanensis	1105145
GCF_000740785.1	Paenirhodobacter enshiensis	1105367
GCF_000498495.1	Flavobacterium enshiense DK69	1107311
GCF_000236565.1	Mesorhizobium alhagi CCNWXJ12-2	1107882
GCF_000248075.1	Gordonia otitidis NBRC 100426	1108044
GCF_000298195.1	Gordonia rhizosphera NBRC 16068	1108045
GCF_001855275.1	Chromobacterium vaccinii	1108595
GCF_002102265.1	Mycolicibacter longobardus	1108812
GCF_002291445.1	Brenneria goodwinii	1109412
GCF_900188235.1	Lutibacter agarilyticus	1109740
GCF_000264455.2	Tistrella mobilis KA081020-065	1110502
GCF_002959935.1	Veillonella tobetsuensis	1110546
GCF_015645465.1	Herminiimonas contaminans	1111140
GCF_014118685.1	Flaviflexus huanghaiensis	1111473
GCF_000472905.1	Alicyclobacillus pomorum DSM 14955	1111479
GCF_000238995.1	Mycoplasma haemocanis str. Illinois	1111676
GCF_000427865.1	Corynebacterium sputi DSM 45148	1111729
GCF_000419685.1	Flavobacterium antarcticum DSM 19726	1111730
GCF_000427885.1	Glycomyces tenuis DSM 44171	1111731
GCF_000510805.1	Ignatzschineria larvae DSM 13226	1111732
GCF_000427785.1	Massilia alkalitolerans DSM 17462	1111733
GCF_000428045.1	Sedimenticola selenatireducens DSM 17993	1111735
GCF_000427825.1	Thermocrispum municipale DSM 44069	1111737
GCF_000427905.1	Thermocrispum agreste DSM 44070	1111738
GCF_002355215.1	Streptococcus troglodytae	1111760
GCF_000247715.1	Gordonia polyisoprenivorans VH2	1112204
GCF_000241465.1	Sphingomonas echinoides ATCC 14820	1112212
GCF_000527095.1	Methylomicrobium lacus LW14	1114263
GCF_902804485.1	Flavobacterium collinsii	1114861
GCF_002217395.1	Flavobacterium plurextorum	1114867
GCF_001853485.1	Flavobacterium tructae	1114873
GCF_002217475.1	Flavobacterium tructae	1114873
GCF_001686925.1	Flavobacterium piscis	1114874
GCF_000819725.1	Aeromonas australiensis	1114880
GCF_000764735.1	Citrobacter farmeri GTC 1319	1114922
GCF_900113695.1	Albimonas pacifica	1114924
GCF_000239155.1	Actinoalloteichus spitiensis RMV-1378	1114962
GCF_001046635.1	Novosphingobium barchaimii LL02	1114963
GCF_001046655.1	Sphingobium baderi LL03	1114964
GCF_001029245.1	Spiroplasma atrichopogonis	1114980
GCF_000759795.1	Pseudescherichia vulneris NBRC 102420	1115515
GCF_900015215.1	Romboutsia ilealis	1115758
GCF_000468635.1	Prevotella baroniae F0067	1115809
GCF_000400855.1	Mesomycoplasma hyopneumoniae 168-L	1116211
GCF_000970465.2	Devosia insulae DS-56	1116389
GCF_000496735.2	Methyloglobulus morosus KoM1	1116472
GCF_000238395.3	Pseudoalteromonas arctica A 37-1-2	1117313
GCF_000238355.1	Pseudoalteromonas haloplanktis ATCC 14393	1117315
GCF_000238255.3	Pseudoalteromonas spongiae UST010723-006	1117319
GCF_000307875.1	Neobacillus bataviensis LMG 21833	1117379
GCF_001618505.2	Elizabethkingia anophelis	1117645
GCF_000305785.2	Simiduia agarivorans SA1 = DSM 21679	1117647
GCF_001519075.1	Novosphingobium fuchskuhlense	1117702
GCF_900143745.1	Vibrio quintilis	1117707
GCF_003610555.1	Marinifilum flexuosum	1117708
GCF_000311785.1	Brevibacillus massiliensis	1118054
GCF_000311745.1	Anaerococcus obesiensis ph10	1118056
GCF_000311825.1	Peptoniphilus grossensis ph5	1118057
GCF_000311985.1	Kallipyga massiliensis ph2	1118059
GCF_000311845.1	Enorma massiliensis phI	1118060
GCF_000311865.1	Peptoniphilus obesi ph1	1118062
GCF_014961145.1	Cruoricaptor ignavus	1118202
GCF_010731755.1	Mycolicibacter minnesotensis	1118379
GCF_007992095.1	Ciceribacter naphthalenivorans	1118451
GCF_009800925.1	Budvicia diplopodorum	1119056
GCF_014652415.1	Undibacterium macrobrachii	1119058
GCF_000527135.1	Methyloversatilis discipulorum	1119528
GCF_013409775.1	Carboxydothermus ferrireducens DSM 11255	1119529
GCF_013409425.1	Nocardioides perillae	1119534
GCF_003351175.1	Rhizobium grahamii	1120045
GCF_001202035.1	Pseudorhodobacter wandonensis	1120568
GCF_000376245.1	Acaricomes phytoseiuli DSM 14247	1120917
GCF_900112085.1	Acetitomaculum ruminis DSM 5522	1120918
GCF_007991375.1	Acetobacter nitrogenifigens DSM 23921 = LMG 23498	1120919
GCF_900103005.1	Acidaminobacter hydrogenoformans DSM 2784	1120920
GCF_900129125.1	Acidocella aminolytica 101 = DSM 11237	1120923
GCF_000368865.1	Acinetobacter bouvetii DSM 14964 = CIP 107468	1120925
GCF_000368565.1	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	1120926
GCF_000400735.1	Acinetobacter tandoii DSM 14970 = CIP 107469	1120927
GCF_000429185.1	Actinoalloteichus caeruleus DSM 43889	1120930
GCF_000374285.1	Actinobacillus capsulatus DSM 19761	1120931
GCF_000374445.1	Actinokineospora enzanensis DSM 44649	1120934
GCF_000482865.1	Actinokineospora inagensis DSM 44258	1120935
GCF_000381885.1	Actinomadura atramentaria DSM 43919	1120936
GCF_000425065.1	Actinomadura rifamycini DSM 43936	1120937
GCF_003634705.1	Actinomadura pelletieri DSM 43383	1120940
GCF_000429225.1	Actinomyces dentalis DSM 19115	1120941
GCF_000429245.1	Schaalia georgiae DSM 6843	1120942
GCF_000429265.1	Actinomyces gerencseriae DSM 6844	1120943
GCF_000429105.1	Schaalia suimastitidis DSM 15538	1120946
GCF_000420425.1	Schaalia vaccimaxillae DSM 15804	1120947
GCF_000379625.1	Actinomycetospora chiangmaiensis DSM 45062	1120948
GCF_000379645.1	Actinoplanes globisporus DSM 43857	1120949
GCF_000373925.1	Actinopolymorpha alba DSM 45243	1120950
GCF_000429125.1	Aequorivita capsosiphonis DSM 23843	1120951
GCF_000429145.1	Aestuariibacter salexigens DSM 15300	1120953
GCF_000421525.1	Aestuariimicrobium kwangyangense DSM 21549	1120954
GCF_900102695.1	Afifella marina DSM 2698	1120955
GCF_000688515.1	Afifella pfennigii DSM 17143	1120956
GCF_000425105.1	Agrococcus lahaulensis DSM 17612	1120958
GCF_000421545.1	Agromyces italicus DSM 16388	1120959
GCF_000421565.1	Agromyces subbeticus DSM 16689	1120960
GCF_000374465.1	Ahrensia kielensis DSM 5890	1120961
GCF_000374485.1	Algicola sagamiensis DSM 14643	1120963
GCF_900108085.1	Algoriphagus boritolerans DSM 17298 = JCM 18970	1120964
GCF_000429425.1	Algoriphagus mannitolivorans DSM 15301	1120965
GCF_000429405.1	Algoriphagus marincola DSM 16067	1120966
GCF_000429445.1	Algoriphagus terrigena DSM 22685	1120967
GCF_000429465.1	Algoriphagus vanfongensis DSM 17529	1120968
GCF_000429485.1	Aliagarivorans marinus DSM 23064	1120969
GCF_000429505.1	Aliagarivorans taiwanensis DSM 22990	1120970
GCF_000429525.1	Alicyclobacillus contaminans DSM 17975	1120971
GCF_000430585.1	Alicyclobacillus herbarius DSM 13609	1120972
GCF_000376225.1	Effusibacillus pohliae DSM 22757	1120973
GCF_900128885.1	Alkalibacter saccharofermentans DSM 14828	1120975
GCF_900101495.1	Alkaliphilus peptidifermentans DSM 18978	1120976
GCF_000619845.1	Alkanindiges illinoisensis DSM 15370	1120977
GCF_000374325.1	Allofustis seminis DSM 15817	1120978
GCF_000374525.1	Amorphus coralli DSM 19760	1120983
GCF_000519205.1	Amycolatopsis taiwanensis DSM 45107	1120984
GCF_000430605.1	Anaeroarcus burkinensis DSM 6283	1120985
GCF_900107215.1	Acetomicrobium thermoterrenum DSM 13490	1120987
GCF_000482845.1	Anaerobiospirillum succiniciproducens DSM 6400	1120988
GCF_900142275.1	Anaerobranca californiensis DSM 14826	1120989
GCF_900111575.1	Anaerobranca gottschalkii DSM 13577	1120990
GCF_000374545.1	Anaeromusa acidaminophila DSM 3853	1120992
GCF_900129925.1	Anaerosphaera aminiphila DSM 21120	1120995
GCF_900142955.1	Anaerosporobacter mobilis DSM 15930	1120996
GCF_900141865.1	Anaerovibrio lipolyticus DSM 3074	1120997
GCF_000426305.1	Anaerovorax odorimutans DSM 5092	1120998
GCF_000711875.1	Andreprevotia chitinilytica DSM 18519	1120999
GCF_900176275.1	Andreprevotia lacus DSM 23236	1121001
GCF_000430625.1	Aneurinibacillus terranovensis DSM 18919	1121002
GCF_900113935.1	Aquamicrobium aerolatum DSM 21857	1121003
GCF_000420525.1	Aquaspirillum serpens DSM 68	1121004
GCF_000430645.1	Aquimarina latercula DSM 2041	1121006
GCF_000429545.1	Arenibacter certesii DSM 19833	1121011
GCF_000424985.1	Arenibacter latericius DSM 15913	1121012
GCF_000426365.1	Arenimonas composti TR7-09 = DSM 18010	1121013
GCF_000743535.1	Arenimonas donghaensis DSM 18148 = HO3-R19	1121014
GCF_000420545.1	Arenimonas oryziterrae DSM 21050 = YC6267	1121015
GCF_000374645.1	Arhodomonas aquaeolei DSM 8974	1121016
GCF_000426385.1	Arsenicicoccus bolidensis DSM 15745	1121017
GCF_000429565.1	Arsenophonus nasoniae DSM 15247	1121018
GCF_000430705.1	Arthrobacter castelli DSM 16402	1121019
GCF_000688395.1	Haematomicrobium sanguinis DSM 21259	1121020
GCF_000495775.1	Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896	1121022
GCF_000483125.1	Atopobium fossor DSM 15642	1121023
GCF_000429585.1	Atopococcus tabaci DSM 17538	1121024
GCF_900129085.1	Atopostipes suicloacalis DSM 15692	1121025
GCF_900141975.1	Aureimonas altamirensis DSM 21988	1121026
GCF_000421645.1	Aurantimonas coralicida DSM 14790	1121027
GCF_001463945.1	Aureimonas ureilytica DSM 18598 = NBRC 106430	1121028
GCF_003226565.1	Parazoarcus communis SWub3 = DSM 12120	1121029
GCF_000430725.1	Azohydromonas australica DSM 1124	1121030
GCF_000429605.1	Azonexus hydrophilus DSM 23864	1121032
GCF_000429625.1	Azospirillum halopraeferens DSM 3675	1121033
GCF_000429645.1	Niveispirillum irakense DSM 11586	1121034
GCF_000429665.1	Azovibrio restrictus DSM 23866	1121035
GCF_000429685.1	Salibacterium aidingense DSM 18341	1121085
GCF_000429705.1	Alteribacter aurantiacus DSM 18675	1121086
GCF_000429725.1	Alkalicoccus chagannorensis DSM 18086	1121087
GCF_000374565.1	Siminovitchia fordii DSM 16014 = CIP 108821	1121090
GCF_000430745.1	Fictibacillus gelatini DSM 15865	1121091
GCF_000430765.1	Peribacillus kribbensis DSM 17871	1121092
GCF_000430785.1	Ectobacillus panaciterrae DSM 19096	1121093
GCF_000374585.1	Phocaeicola barnesiae DSM 18169 = JCM 13652	1121094
GCF_000374365.1	Bacteroides gallinarum DSM 18171 = JCM 13658	1121096
GCF_000428125.1	Bacteroides graminisolvens DSM 19988 = JCM 15093	1121097
GCF_000373085.1	Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	1121098
GCF_000375405.1	Bacteroides propionicifaciens DSM 19291 = JCM 14649	1121099
GCF_000374605.1	Campylobacter ureolyticus DSM 20703	1121102
GCF_000619885.1	Balneatrix alpica DSM 16621	1121103
GCF_000375465.1	Balneola vulgaris DSM 17893	1121104
GCF_000745835.1	Belnapia moabensis DSM 16746	1121106
GCF_000420565.1	Bifidobacterium magnum DSM 20222	1121108
GCF_000421685.1	Bifidobacterium minimum DSM 20102	1121109
GCF_000426425.1	Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837	1121111
GCF_000429745.1	Bifidobacterium tsurumiense DSM 17777	1121112
GCF_000484655.1	Blautia wexlerae DSM 19850	1121115
GCF_000374625.1	Brachymonas chironomi DSM 19884	1121116
GCF_900110225.1	Brachymonas denitrificans DSM 15123	1121117
GCF_000621025.1	Brackiella oedipodis DSM 13743	1121118
GCF_005484965.1	Brenneria nigrifluens DSM 30175 = ATCC 13028	1121120
GCF_002706795.1	Brevibacillus laterosporus DSM 25	1121121
GCF_000426445.1	Brevibacterium album DSM 18261	1121122
GCF_000428765.1	Brevundimonas aveniformis DSM 17977	1121123
GCF_000701445.1	Brevundimonas bacteroides DSM 4726	1121124
GCF_000421705.1	Brevundimonas naejangsanensis DSM 23858	1121125
GCF_000519185.1	Paraburkholderia nodosa DSM 21604	1121127
GCF_000379665.1	Butyricimonas synergistica DSM 23225	1121129
GCF_900129945.1	Butyrivibrio fibrisolvens DSM 3071	1121131
GCF_900143205.1	Butyrivibrio hungatei DSM 14810	1121132
GCF_009646335.1	Caenimonas koreensis DSM 17982	1121255
GCF_900129075.1	Caldanaerobius fijiensis DSM 17918	1121256
GCF_000421725.1	Caldicellulosiruptor acetigenus DSM 7040	1121259
GCF_900129265.1	Caloramator proteoclasticus DSM 10124	1121262
GCF_002104335.1	Campylobacter cuniculorum DSM 23162 = LMG 24588	1121267
GCF_900167165.1	Carboxydocella sporoproducens DSM 16521	1121270
GCF_000429765.1	Gemmobacter nectariphilus DSM 15620	1121271
GCF_000379685.1	Catelliglobosispora koreensis DSM 44566	1121272
